#energy[eV]  rel.intensity
76.350000    0.000000E+00
76.450000    0.000000E+00
76.550000    0.000000E+00
76.650000    0.000000E+00
76.750000    0.000000E+00
76.850000    0.000000E+00
76.950000    0.000000E+00
77.050000    0.000000E+00
77.150000    0.000000E+00
77.250000    0.000000E+00
77.350000    0.000000E+00
77.450000    0.000000E+00
77.550000    0.000000E+00
77.650000    0.000000E+00
77.750000    0.000000E+00
77.850000    0.000000E+00
77.950000    0.000000E+00
78.050000    0.000000E+00
78.150000    0.000000E+00
78.250000    0.000000E+00
78.350000    0.000000E+00
78.450000    0.000000E+00
78.550000    0.000000E+00
78.650000    0.000000E+00
78.750000    0.000000E+00
78.850000    0.000000E+00
78.950000    0.000000E+00
79.050000    0.000000E+00
79.150000    0.000000E+00
79.250000    8.606690E-06
79.350000    1.667353E-05
79.450000    2.674019E-05
79.550000    3.550149E-05
79.650000    3.901887E-05
79.750000    3.550222E-05
79.850000    2.674647E-05
79.950000    1.671778E-05
80.050000    8.865423E-06
80.150000    4.934182E-06
80.250000    6.366780E-06
80.350000    1.734131E-05
80.450000    4.724294E-05
80.550000    1.088623E-04
80.650000    2.086359E-04
80.750000    3.320670E-04
80.850000    4.388647E-04
80.950000    4.816140E-04
81.050000    4.388646E-04
81.150000    3.320666E-04
81.250000    2.086328E-04
81.350000    1.088437E-04
81.450000    4.715058E-05
81.550000    1.696030E-05
81.650000    5.065745E-06
81.750000    0.000000E+00
81.850000    0.000000E+00
81.950000    0.000000E+00
82.050000    0.000000E+00
82.150000    0.000000E+00
82.250000    0.000000E+00
82.350000    0.000000E+00
82.450000    0.000000E+00
82.550000    0.000000E+00
82.650000    0.000000E+00
82.750000    0.000000E+00
82.850000    0.000000E+00
82.950000    0.000000E+00
83.050000    0.000000E+00
83.150000    0.000000E+00
83.250000    0.000000E+00
83.350000    0.000000E+00
83.450000    0.000000E+00
83.550000    0.000000E+00
83.650000    0.000000E+00
83.750000    0.000000E+00
83.850000    0.000000E+00
83.950000    0.000000E+00
84.050000    0.000000E+00
84.150000    0.000000E+00
84.250000    0.000000E+00
84.350000    0.000000E+00
84.450000    0.000000E+00
84.550000    0.000000E+00
84.650000    0.000000E+00
84.750000    0.000000E+00
84.850000    0.000000E+00
84.950000    0.000000E+00
85.050000    0.000000E+00
85.150000    0.000000E+00
85.250000    0.000000E+00
85.350000    0.000000E+00
85.450000    0.000000E+00
85.550000    0.000000E+00
85.650000    0.000000E+00
85.750000    0.000000E+00
85.850000    0.000000E+00
85.950000    0.000000E+00
86.050000    0.000000E+00
86.150000    0.000000E+00
86.250000    0.000000E+00
86.350000    0.000000E+00
86.450000    0.000000E+00
86.550000    0.000000E+00
86.650000    0.000000E+00
86.750000    0.000000E+00
86.850000    0.000000E+00
86.950000    0.000000E+00
87.050000    0.000000E+00
87.150000    0.000000E+00
87.250000    0.000000E+00
87.350000    0.000000E+00
87.450000    0.000000E+00
87.550000    0.000000E+00
87.650000    0.000000E+00
87.750000    0.000000E+00
87.850000    0.000000E+00
87.950000    0.000000E+00
88.050000    0.000000E+00
88.150000    0.000000E+00
88.250000    0.000000E+00
88.350000    0.000000E+00
88.450000    0.000000E+00
88.550000    0.000000E+00
88.650000    0.000000E+00
88.750000    0.000000E+00
88.850000    0.000000E+00
88.950000    0.000000E+00
89.050000    0.000000E+00
89.150000    0.000000E+00
89.250000    0.000000E+00
89.350000    0.000000E+00
89.450000    0.000000E+00
89.550000    0.000000E+00
89.650000    0.000000E+00
89.750000    0.000000E+00
89.850000    0.000000E+00
89.950000    0.000000E+00
90.050000    0.000000E+00
90.150000    0.000000E+00
90.250000    0.000000E+00
90.350000    0.000000E+00
90.450000    0.000000E+00
90.550000    0.000000E+00
90.650000    0.000000E+00
90.750000    0.000000E+00
90.850000    0.000000E+00
90.950000    0.000000E+00
91.050000    0.000000E+00
91.150000    0.000000E+00
91.250000    0.000000E+00
91.350000    0.000000E+00
91.450000    0.000000E+00
91.550000    0.000000E+00
91.650000    0.000000E+00
91.750000    0.000000E+00
91.850000    0.000000E+00
91.950000    0.000000E+00
92.050000    0.000000E+00
92.150000    0.000000E+00
92.250000    0.000000E+00
92.350000    0.000000E+00
92.450000    0.000000E+00
92.550000    0.000000E+00
92.650000    0.000000E+00
92.750000    0.000000E+00
92.850000    0.000000E+00
92.950000    0.000000E+00
93.050000    0.000000E+00
93.150000    0.000000E+00
93.250000    0.000000E+00
93.350000    0.000000E+00
93.450000    0.000000E+00
93.550000    0.000000E+00
93.650000    0.000000E+00
93.750000    0.000000E+00
93.850000    0.000000E+00
93.950000    0.000000E+00
94.050000    0.000000E+00
94.150000    0.000000E+00
94.250000    0.000000E+00
94.350000    0.000000E+00
94.450000    0.000000E+00
94.550000    0.000000E+00
94.650000    0.000000E+00
94.750000    0.000000E+00
94.850000    0.000000E+00
94.950000    0.000000E+00
95.050000    0.000000E+00
95.150000    0.000000E+00
95.250000    0.000000E+00
95.350000    0.000000E+00
95.450000    0.000000E+00
95.550000    0.000000E+00
95.650000    0.000000E+00
95.750000    0.000000E+00
95.850000    0.000000E+00
95.950000    0.000000E+00
96.050000    0.000000E+00
96.150000    0.000000E+00
96.250000    0.000000E+00
96.350000    0.000000E+00
96.450000    0.000000E+00
96.550000    0.000000E+00
96.650000    0.000000E+00
96.750000    0.000000E+00
96.850000    0.000000E+00
96.950000    0.000000E+00
97.050000    0.000000E+00
97.150000    0.000000E+00
97.250000    0.000000E+00
97.350000    0.000000E+00
97.450000    0.000000E+00
97.550000    0.000000E+00
97.650000    0.000000E+00
97.750000    0.000000E+00
97.850000    0.000000E+00
97.950000    0.000000E+00
98.050000    0.000000E+00
98.150000    0.000000E+00
98.250000    0.000000E+00
98.350000    0.000000E+00
98.450000    0.000000E+00
98.550000    0.000000E+00
98.650000    0.000000E+00
98.750000    0.000000E+00
98.850000    0.000000E+00
98.950000    0.000000E+00
99.050000    0.000000E+00
99.150000    0.000000E+00
99.250000    0.000000E+00
99.350000    0.000000E+00
99.450000    0.000000E+00
99.550000    0.000000E+00
99.650000    0.000000E+00
99.750000    0.000000E+00
99.850000    0.000000E+00
99.950000    0.000000E+00
100.050000    0.000000E+00
100.150000    0.000000E+00
100.250000    0.000000E+00
100.350000    0.000000E+00
100.450000    0.000000E+00
100.550000    0.000000E+00
100.650000    0.000000E+00
100.750000    0.000000E+00
100.850000    0.000000E+00
100.950000    0.000000E+00
101.050000    0.000000E+00
101.150000    0.000000E+00
101.250000    0.000000E+00
101.350000    0.000000E+00
101.450000    0.000000E+00
101.550000    0.000000E+00
101.650000    0.000000E+00
101.750000    0.000000E+00
101.850000    0.000000E+00
101.950000    0.000000E+00
102.050000    0.000000E+00
102.150000    0.000000E+00
102.250000    0.000000E+00
102.350000    0.000000E+00
102.450000    0.000000E+00
102.550000    0.000000E+00
102.650000    0.000000E+00
102.750000    0.000000E+00
102.850000    0.000000E+00
102.950000    0.000000E+00
103.050000    0.000000E+00
103.150000    0.000000E+00
103.250000    0.000000E+00
103.350000    0.000000E+00
103.450000    0.000000E+00
103.550000    0.000000E+00
103.650000    0.000000E+00
103.750000    0.000000E+00
103.850000    0.000000E+00
103.950000    0.000000E+00
104.050000    0.000000E+00
104.150000    0.000000E+00
104.250000    0.000000E+00
104.350000    0.000000E+00
104.450000    0.000000E+00
104.550000    0.000000E+00
104.650000    0.000000E+00
104.750000    0.000000E+00
104.850000    0.000000E+00
104.950000    0.000000E+00
105.050000    0.000000E+00
105.150000    0.000000E+00
105.250000    0.000000E+00
105.350000    0.000000E+00
105.450000    0.000000E+00
105.550000    0.000000E+00
105.650000    0.000000E+00
105.750000    0.000000E+00
105.850000    0.000000E+00
105.950000    0.000000E+00
106.050000    0.000000E+00
106.150000    0.000000E+00
106.250000    0.000000E+00
106.350000    0.000000E+00
106.450000    0.000000E+00
106.550000    0.000000E+00
106.650000    0.000000E+00
106.750000    0.000000E+00
106.850000    0.000000E+00
106.950000    0.000000E+00
107.050000    0.000000E+00
107.150000    0.000000E+00
107.250000    0.000000E+00
107.350000    0.000000E+00
107.450000    0.000000E+00
107.550000    0.000000E+00
107.650000    0.000000E+00
107.750000    0.000000E+00
107.850000    0.000000E+00
107.950000    0.000000E+00
108.050000    0.000000E+00
108.150000    0.000000E+00
108.250000    0.000000E+00
108.350000    0.000000E+00
108.450000    0.000000E+00
108.550000    0.000000E+00
108.650000    0.000000E+00
108.750000    0.000000E+00
108.850000    0.000000E+00
108.950000    0.000000E+00
109.050000    0.000000E+00
109.150000    0.000000E+00
109.250000    0.000000E+00
109.350000    0.000000E+00
109.450000    0.000000E+00
109.550000    0.000000E+00
109.650000    0.000000E+00
109.750000    0.000000E+00
109.850000    0.000000E+00
109.950000    0.000000E+00
110.050000    0.000000E+00
110.150000    0.000000E+00
110.250000    0.000000E+00
110.350000    0.000000E+00
110.450000    0.000000E+00
110.550000    0.000000E+00
110.650000    0.000000E+00
110.750000    0.000000E+00
110.850000    0.000000E+00
110.950000    0.000000E+00
111.050000    0.000000E+00
111.150000    0.000000E+00
111.250000    0.000000E+00
111.350000    0.000000E+00
111.450000    0.000000E+00
111.550000    0.000000E+00
111.650000    0.000000E+00
111.750000    0.000000E+00
111.850000    0.000000E+00
111.950000    0.000000E+00
112.050000    0.000000E+00
112.150000    0.000000E+00
112.250000    0.000000E+00
112.350000    0.000000E+00
112.450000    0.000000E+00
112.550000    0.000000E+00
112.650000    0.000000E+00
112.750000    0.000000E+00
112.850000    0.000000E+00
112.950000    0.000000E+00
113.050000    0.000000E+00
113.150000    0.000000E+00
113.250000    0.000000E+00
113.350000    0.000000E+00
113.450000    0.000000E+00
113.550000    0.000000E+00
113.650000    0.000000E+00
113.750000    0.000000E+00
113.850000    0.000000E+00
113.950000    0.000000E+00
114.050000    0.000000E+00
114.150000    0.000000E+00
114.250000    0.000000E+00
114.350000    0.000000E+00
114.450000    0.000000E+00
114.550000    0.000000E+00
114.650000    0.000000E+00
114.750000    0.000000E+00
114.850000    0.000000E+00
114.950000    0.000000E+00
115.050000    0.000000E+00
115.150000    0.000000E+00
115.250000    0.000000E+00
115.350000    0.000000E+00
115.450000    0.000000E+00
115.550000    0.000000E+00
115.650000    0.000000E+00
115.750000    0.000000E+00
115.850000    0.000000E+00
115.950000    0.000000E+00
116.050000    0.000000E+00
116.150000    0.000000E+00
116.250000    0.000000E+00
116.350000    0.000000E+00
116.450000    0.000000E+00
116.550000    0.000000E+00
116.650000    0.000000E+00
116.750000    0.000000E+00
116.850000    0.000000E+00
116.950000    0.000000E+00
117.050000    0.000000E+00
117.150000    0.000000E+00
117.250000    0.000000E+00
117.350000    0.000000E+00
117.450000    0.000000E+00
117.550000    0.000000E+00
117.650000    0.000000E+00
117.750000    0.000000E+00
117.850000    0.000000E+00
117.950000    0.000000E+00
118.050000    0.000000E+00
118.150000    0.000000E+00
118.250000    0.000000E+00
118.350000    0.000000E+00
118.450000    0.000000E+00
118.550000    0.000000E+00
118.650000    0.000000E+00
118.750000    0.000000E+00
118.850000    0.000000E+00
118.950000    0.000000E+00
119.050000    0.000000E+00
119.150000    0.000000E+00
119.250000    0.000000E+00
119.350000    0.000000E+00
119.450000    0.000000E+00
119.550000    0.000000E+00
119.650000    0.000000E+00
119.750000    0.000000E+00
119.850000    0.000000E+00
119.950000    0.000000E+00
120.050000    0.000000E+00
120.150000    0.000000E+00
120.250000    0.000000E+00
120.350000    0.000000E+00
120.450000    0.000000E+00
120.550000    0.000000E+00
120.650000    0.000000E+00
120.750000    0.000000E+00
120.850000    0.000000E+00
120.950000    0.000000E+00
121.050000    0.000000E+00
121.150000    0.000000E+00
121.250000    0.000000E+00
121.350000    0.000000E+00
121.450000    0.000000E+00
121.550000    0.000000E+00
121.650000    0.000000E+00
121.750000    0.000000E+00
121.850000    0.000000E+00
121.950000    0.000000E+00
122.050000    0.000000E+00
122.150000    0.000000E+00
